message,label,clean_message
The app looks good. kindly resolve,0,app look good kindly resolve
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Tracking info is not updating.!!!,1,tracking info updating
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Sharing a suggestion for improvement.!!!,0,sharing suggestion improvement
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
General feedback on your website. asap,0,general feedback website asap
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Coupon code is not working. please help,1,coupon code working please help
I like your service. kindly resolve,0,like service kindly resolve
"I was billed incorrectly, please check.",1,billed incorrectly please check
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Need help with changing my address.,1,need help changing address
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Received a damaged package.,1,received damaged package
General feedback on your website.,0,general feedback website
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Unauthorized payment from my card! kindly resolve,2,unauthorized payment card kindly resolve
Immediate help needed: account locked with balance inside! please help,2,immediate help needed account locked balance inside please help
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Received a damaged package. kindly resolve,1,received damaged package kindly resolve
Your staff was polite.,0,staff polite
Tracking info is not updating.,1,tracking info updating
I like your service.!!!,0,like service
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Need help with changing my address. please help,1,need help changing address please help
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
I have not received my refund yet. kindly resolve,1,received refund yet kindly resolve
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
General feedback on your website. please help,0,general feedback website please help
The new update is nice. please help,0,new update nice please help
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Need help with changing my address. asap,1,need help changing address asap
Order arrived late. asap,1,order arrived late asap
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
Payment confirmation is pending. asap,1,payment confirmation pending asap
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Received a damaged package. please help,1,received damaged package please help
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Coupon code is not working.!!!,1,coupon code working
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
The new update is nice.,0,new update nice
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
Prices seem reasonable.!!!,0,price seem reasonable
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
I like your service.!!!,0,like service
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Prices seem reasonable.!!!,0,price seem reasonable
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
General feedback on your website. asap,0,general feedback website asap
Received a damaged package.!!!,1,received damaged package
Unable to login sometimes.!!!,1,unable login sometimes
The app looks good. kindly resolve,0,app look good kindly resolve
Order arrived late. please help,1,order arrived late please help
"I was billed incorrectly, please check. please help",1,billed incorrectly please check please help
I like your service. please help,0,like service please help
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
My delivery was delayed by two days.!!!,1,delivery delayed two day
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
The app looks good. kindly resolve,0,app look good kindly resolve
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
I like your service.!!!,0,like service
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
General feedback on your website.,0,general feedback website
Received a damaged package. asap,1,received damaged package asap
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Feature request: dark mode would be nice.,0,feature request dark mode would nice
The new update is nice. please help,0,new update nice please help
Need help with changing my address.,1,need help changing address
Your staff was polite.,0,staff polite
Need help with changing my address.!!!,1,need help changing address
I like your service. asap,0,like service asap
Need help with changing my address. please help,1,need help changing address please help
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
I like your service. asap,0,like service asap
Urgent: money deducted but order failed!,2,urgent money deducted order failed
I like your service. kindly resolve,0,like service kindly resolve
Tracking info is not updating. asap,1,tracking info updating asap
General feedback on your website. please help,0,general feedback website please help
I like your service.,0,like service
Coupon code is not working.,1,coupon code working
My account has been hacked! asap,2,account hacked asap
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Just giving feedback about the UI. asap,0,giving feedback ui asap
Serious complaint: wrong person received my order and details!!!!,2,serious complaint wrong person received order detail
My account has been hacked! please help,2,account hacked please help
General feedback on your website.!!!,0,general feedback website
Your staff was polite. asap,0,staff polite asap
General feedback on your website.!!!,0,general feedback website
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Need help with changing my address.!!!,1,need help changing address
Prices seem reasonable.!!!,0,price seem reasonable
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
The new update is nice. kindly resolve,0,new update nice kindly resolve
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Payment confirmation is pending.,1,payment confirmation pending
Coupon code is not working.,1,coupon code working
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Data privacy issue — my info is visible to others! please help,2,data privacy issue info visible others please help
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
General feedback on your website. please help,0,general feedback website please help
I like your service.!!!,0,like service
Your staff was polite. please help,0,staff polite please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Urgent: money deducted but order failed!,2,urgent money deducted order failed
I have not received my refund yet.!!!,1,received refund yet
General feedback on your website. please help,0,general feedback website please help
Prices seem reasonable.!!!,0,price seem reasonable
Order arrived late.,1,order arrived late
Order arrived late.,1,order arrived late
The app looks good. asap,0,app look good asap
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Need help with changing my address.!!!,1,need help changing address
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Unable to login sometimes. asap,1,unable login sometimes asap
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Coupon code is not working.,1,coupon code working
Need help with changing my address. asap,1,need help changing address asap
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
My account has been hacked! kindly resolve,2,account hacked kindly resolve
The new update is nice. please help,0,new update nice please help
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Payment confirmation is pending.!!!,1,payment confirmation pending
The app looks good.,0,app look good
"I was billed incorrectly, please check.",1,billed incorrectly please check
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Payment confirmation is pending.!!!,1,payment confirmation pending
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Order arrived late. please help,1,order arrived late please help
Your staff was polite. please help,0,staff polite please help
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Tracking info is not updating. asap,1,tracking info updating asap
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Sharing a suggestion for improvement. kindly resolve,0,sharing suggestion improvement kindly resolve
Coupon code is not working. asap,1,coupon code working asap
Critical: scam activity on my profile! please help,2,critical scam activity profile please help
Received a damaged package.!!!,1,received damaged package
General feedback on your website.!!!,0,general feedback website
The new update is nice. kindly resolve,0,new update nice kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Prices seem reasonable.!!!,0,price seem reasonable
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
The new update is nice. kindly resolve,0,new update nice kindly resolve
Payment confirmation is pending.,1,payment confirmation pending
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Overall experience was okay.,0,overall experience okay
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Prices seem reasonable.!!!,0,price seem reasonable
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Unauthorized payment from my card!!!!,2,unauthorized payment card
The new update is nice. asap,0,new update nice asap
Your staff was polite.,0,staff polite
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
The new update is nice. asap,0,new update nice asap
Received a damaged package.!!!,1,received damaged package
The new update is nice. kindly resolve,0,new update nice kindly resolve
Payment confirmation is pending.,1,payment confirmation pending
I like your service. kindly resolve,0,like service kindly resolve
Data privacy issue — my info is visible to others!!!!,2,data privacy issue info visible others
The new update is nice. kindly resolve,0,new update nice kindly resolve
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
"I was billed incorrectly, please check.!!!",1,billed incorrectly please check
General feedback on your website.,0,general feedback website
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Payment confirmation is pending. please help,1,payment confirmation pending please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Need help with changing my address. please help,1,need help changing address please help
Order arrived late.!!!,1,order arrived late
Critical: scam activity on my profile!!!!,2,critical scam activity profile
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Your staff was polite.!!!,0,staff polite
Prices seem reasonable. please help,0,price seem reasonable please help
Tracking info is not updating.!!!,1,tracking info updating
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Need help with changing my address. please help,1,need help changing address please help
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
I have not received my refund yet.!!!,1,received refund yet
Prices seem reasonable.!!!,0,price seem reasonable
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Overall experience was okay. please help,0,overall experience okay please help
Order arrived late.,1,order arrived late
Prices seem reasonable.,0,price seem reasonable
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Prices seem reasonable. asap,0,price seem reasonable asap
Payment confirmation is pending. asap,1,payment confirmation pending asap
I like your service.,0,like service
Order arrived late. asap,1,order arrived late asap
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Payment confirmation is pending. please help,1,payment confirmation pending please help
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Tracking info is not updating. please help,1,tracking info updating please help
Received a damaged package.!!!,1,received damaged package
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Payment confirmation is pending.!!!,1,payment confirmation pending
Need help with changing my address. please help,1,need help changing address please help
Received a damaged package.!!!,1,received damaged package
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
My account has been hacked!!!!,2,account hacked
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Payment confirmation is pending.!!!,1,payment confirmation pending
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Order arrived late.,1,order arrived late
Sharing a suggestion for improvement. kindly resolve,0,sharing suggestion improvement kindly resolve
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Coupon code is not working.!!!,1,coupon code working
Critical: scam activity on my profile!,2,critical scam activity profile
"I was billed incorrectly, please check.",1,billed incorrectly please check
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Your staff was polite. please help,0,staff polite please help
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Unable to login sometimes. asap,1,unable login sometimes asap
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Tracking info is not updating. please help,1,tracking info updating please help
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Need help with changing my address.!!!,1,need help changing address
General feedback on your website.!!!,0,general feedback website
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
My account has been hacked! asap,2,account hacked asap
The app looks good. please help,0,app look good please help
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Coupon code is not working. please help,1,coupon code working please help
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
I like your service. kindly resolve,0,like service kindly resolve
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Overall experience was okay.!!!,0,overall experience okay
Need help with changing my address. please help,1,need help changing address please help
Unable to login sometimes. please help,1,unable login sometimes please help
Just giving feedback about the UI.,0,giving feedback ui
I have not received my refund yet.!!!,1,received refund yet
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
The new update is nice. please help,0,new update nice please help
I like your service. kindly resolve,0,like service kindly resolve
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Payment taken multiple times!,2,payment taken multiple time
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Payment taken multiple times!!!!,2,payment taken multiple time
Overall experience was okay.!!!,0,overall experience okay
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Order arrived late. asap,1,order arrived late asap
Feature request: dark mode would be nice.,0,feature request dark mode would nice
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
I have not received my refund yet. please help,1,received refund yet please help
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Order arrived late.!!!,1,order arrived late
I like your service. kindly resolve,0,like service kindly resolve
Unauthorized payment from my card! please help,2,unauthorized payment card please help
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Overall experience was okay.!!!,0,overall experience okay
Just giving feedback about the UI. asap,0,giving feedback ui asap
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
My delivery was delayed by two days.,1,delivery delayed two day
Coupon code is not working.,1,coupon code working
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
I like your service.!!!,0,like service
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Unauthorized payment from my card!!!!,2,unauthorized payment card
The app looks good.,0,app look good
The app looks good.!!!,0,app look good
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Immediate help needed: account locked with balance inside! please help,2,immediate help needed account locked balance inside please help
General feedback on your website. asap,0,general feedback website asap
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Received a damaged package. kindly resolve,1,received damaged package kindly resolve
Prices seem reasonable.!!!,0,price seem reasonable
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Tracking info is not updating.!!!,1,tracking info updating
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Tracking info is not updating.!!!,1,tracking info updating
The new update is nice. asap,0,new update nice asap
The new update is nice.!!!,0,new update nice
Order arrived late. asap,1,order arrived late asap
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Just giving feedback about the UI.!!!,0,giving feedback ui
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Need help with changing my address. please help,1,need help changing address please help
The app looks good. asap,0,app look good asap
Unable to login sometimes. asap,1,unable login sometimes asap
Unauthorized payment from my card!,2,unauthorized payment card
Overall experience was okay. please help,0,overall experience okay please help
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Sharing a suggestion for improvement.!!!,0,sharing suggestion improvement
My delivery was delayed by two days.,1,delivery delayed two day
My delivery was delayed by two days.!!!,1,delivery delayed two day
Your staff was polite.,0,staff polite
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
I have not received my refund yet. please help,1,received refund yet please help
General feedback on your website.!!!,0,general feedback website
The app looks good. kindly resolve,0,app look good kindly resolve
The new update is nice. kindly resolve,0,new update nice kindly resolve
Overall experience was okay. asap,0,overall experience okay asap
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
My delivery was delayed by two days.!!!,1,delivery delayed two day
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Need help with changing my address. please help,1,need help changing address please help
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
General feedback on your website.,0,general feedback website
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Tracking info is not updating. asap,1,tracking info updating asap
Overall experience was okay.,0,overall experience okay
Just giving feedback about the UI. asap,0,giving feedback ui asap
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Received a damaged package. please help,1,received damaged package please help
Need help with changing my address. please help,1,need help changing address please help
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Need help with changing my address. asap,1,need help changing address asap
My delivery was delayed by two days.!!!,1,delivery delayed two day
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Coupon code is not working.!!!,1,coupon code working
Unauthorized payment from my card! kindly resolve,2,unauthorized payment card kindly resolve
General feedback on your website.!!!,0,general feedback website
Coupon code is not working.!!!,1,coupon code working
Payment confirmation is pending. please help,1,payment confirmation pending please help
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
I like your service. kindly resolve,0,like service kindly resolve
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
General feedback on your website.!!!,0,general feedback website
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Tracking info is not updating.!!!,1,tracking info updating
General feedback on your website.,0,general feedback website
"I was billed incorrectly, please check.",1,billed incorrectly please check
Order arrived late.!!!,1,order arrived late
"I was billed incorrectly, please check. please help",1,billed incorrectly please check please help
General feedback on your website.!!!,0,general feedback website
Feature request: dark mode would be nice.,0,feature request dark mode would nice
"I was billed incorrectly, please check.",1,billed incorrectly please check
Need help with changing my address. asap,1,need help changing address asap
I have not received my refund yet.!!!,1,received refund yet
Payment confirmation is pending. asap,1,payment confirmation pending asap
Just giving feedback about the UI.,0,giving feedback ui
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
General feedback on your website.!!!,0,general feedback website
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
Received a damaged package.!!!,1,received damaged package
Payment confirmation is pending.,1,payment confirmation pending
Payment confirmation is pending. please help,1,payment confirmation pending please help
My account has been hacked!,2,account hacked
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
I have not received my refund yet.!!!,1,received refund yet
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Sharing a suggestion for improvement.,0,sharing suggestion improvement
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Data privacy issue — my info is visible to others!!!!,2,data privacy issue info visible others
Tracking info is not updating. please help,1,tracking info updating please help
Payment taken multiple times!,2,payment taken multiple time
I have not received my refund yet. kindly resolve,1,received refund yet kindly resolve
Need help with changing my address. asap,1,need help changing address asap
Received a damaged package.,1,received damaged package
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Received a damaged package. asap,1,received damaged package asap
Just giving feedback about the UI. please help,0,giving feedback ui please help
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
My delivery was delayed by two days.!!!,1,delivery delayed two day
Unable to login sometimes.,1,unable login sometimes
Need help with changing my address. asap,1,need help changing address asap
Need help with changing my address. please help,1,need help changing address please help
Need help with changing my address.!!!,1,need help changing address
My account has been hacked!,2,account hacked
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
I like your service.,0,like service
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Tracking info is not updating. please help,1,tracking info updating please help
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
Your staff was polite. asap,0,staff polite asap
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Critical: scam activity on my profile! please help,2,critical scam activity profile please help
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Prices seem reasonable.!!!,0,price seem reasonable
The app looks good. asap,0,app look good asap
Payment confirmation is pending.,1,payment confirmation pending
Payment taken multiple times!!!!,2,payment taken multiple time
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
I have not received my refund yet. kindly resolve,1,received refund yet kindly resolve
Serious complaint: wrong person received my order and details!!!!,2,serious complaint wrong person received order detail
Received a damaged package. kindly resolve,1,received damaged package kindly resolve
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Order arrived late. asap,1,order arrived late asap
Fraud transaction detected on my account!,2,fraud transaction detected account
I have not received my refund yet. please help,1,received refund yet please help
The new update is nice.,0,new update nice
Order arrived late.,1,order arrived late
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Received a damaged package.,1,received damaged package
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
The new update is nice.,0,new update nice
Your staff was polite. please help,0,staff polite please help
Payment confirmation is pending. asap,1,payment confirmation pending asap
Unauthorized payment from my card!!!!,2,unauthorized payment card
Coupon code is not working.!!!,1,coupon code working
Tracking info is not updating. asap,1,tracking info updating asap
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Coupon code is not working.,1,coupon code working
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Order arrived late. asap,1,order arrived late asap
Overall experience was okay.,0,overall experience okay
Coupon code is not working.!!!,1,coupon code working
I like your service.!!!,0,like service
Unable to login sometimes.,1,unable login sometimes
My account has been hacked!!!!,2,account hacked
I like your service. kindly resolve,0,like service kindly resolve
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Payment taken multiple times!!!!,2,payment taken multiple time
Payment taken multiple times! please help,2,payment taken multiple time please help
Serious complaint: wrong person received my order and details! kindly resolve,2,serious complaint wrong person received order detail kindly resolve
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Tracking info is not updating.,1,tracking info updating
Order arrived late. please help,1,order arrived late please help
Unable to login sometimes.,1,unable login sometimes
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
I like your service. asap,0,like service asap
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Tracking info is not updating.!!!,1,tracking info updating
Coupon code is not working. please help,1,coupon code working please help
I like your service.!!!,0,like service
Payment confirmation is pending.!!!,1,payment confirmation pending
Payment taken multiple times!,2,payment taken multiple time
My account has been hacked! asap,2,account hacked asap
General feedback on your website.,0,general feedback website
Order arrived late. please help,1,order arrived late please help
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Tracking info is not updating. asap,1,tracking info updating asap
Your staff was polite. please help,0,staff polite please help
Prices seem reasonable.,0,price seem reasonable
Unable to login sometimes.,1,unable login sometimes
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Overall experience was okay.!!!,0,overall experience okay
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Need help with changing my address.,1,need help changing address
Coupon code is not working. please help,1,coupon code working please help
I have not received my refund yet.!!!,1,received refund yet
My account has been hacked! asap,2,account hacked asap
My delivery was delayed by two days.!!!,1,delivery delayed two day
Payment taken multiple times!,2,payment taken multiple time
Critical: scam activity on my profile! kindly resolve,2,critical scam activity profile kindly resolve
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Your staff was polite. please help,0,staff polite please help
Order arrived late. please help,1,order arrived late please help
Unable to login sometimes.,1,unable login sometimes
